;Sample01;Sample02;Sample03;Sample04;Sample05;Sample06;Sample07;Sample08;Sample09;Sample10;Sample11;Sample12;Sample13;Sample14;Sample15;Sample16;Sample17;Sample18;Sample19;Sample20;Sample21;Sample22;Sample23;Sample24;Sample25;Sample26;Sample27;Sample28;Sample29;Sample30;Sample31;Sample32;Sample33;Sample34;Sample35;Sample36;Sample37;Sample38;Sample39;Sample40;Sample41;Sample42;Sample43;Sample44;Sample45;Sample46;Sample47;Sample48;Sample49;Sample50;Sample51;Sample52;Sample53;Sample54;Sample55;Sample56;Sample57;Sample58;Sample59;Sample60;Sample61;Sample62;Sample63;Sample64;Sample65;Sample66;Sample67;Sample68;Sample69;Sample70;Sample71;Sample72;Sample73;Sample74;Sample75;Sample76;Sample77;Sample78;Sample79;Sample80;Sample81;Sample82;Sample83;Sample84;Sample85;Sample86;Sample87;Sample88;Sample89;Sample90;Sample91;Sample92;Sample93;Sample94;Sample95;Sample96;Sample97;Sample98;Sample99;Sample100;Sample101;Sample102;Sample103;Sample104;Sample105;Sample106;Sample107;Sample108;Sample109;Sample110;Sample111;Sample112;Sample113;Sample114;Sample115;Sample116;Sample117;Sample118;Sample119;Sample120;Sample121;Sample122;Sample123;Sample124;Sample125;Sample126;Sample127;Sample128;Sample129;Sample130;Sample131;Sample132;Sample133;Sample134;Sample135;Sample136;Sample137;Sample138;Sample139;Sample140;Sample141;Sample142;Sample143;Sample144;Sample145;Sample146;Sample147;Sample148;Sample149;Sample150;Sample151;Sample152;Sample153;Sample154;Sample155;Sample156;Sample157;Sample158;Sample159;Sample160;Sample161;Sample162;Sample163;Sample164;Sample165;Sample166;Sample167;Sample168;Sample169;Sample170;Sample171;Sample172;Sample173;Sample174;Sample175;Sample176;Sample177;Sample178;Sample179;Sample180;Sample181;Sample182;Sample183;Sample184;Sample185;Sample186;Sample187;Sample188;Sample189;Sample190;Sample191;Sample192;Sample193;Sample194;Sample195;Sample196;Sample197;Sample198;Sample199;Sample200;Sample201;Sample202;Sample203;Sample204;Sample205;Sample206;Sample207;Sample208;Sample209;Sample210;Sample211;Sample212;Sample213;Sample214;Sample215;Sample216
Sample76;0.997052;0.994725;0.997436;0.991923;0.994675;0.9912;0.995069;0.998273;0.995194;0.996035;0.994301;0.997233;0.995025;0.99067;0.996219;0.997855;0.997136;0.994247;0.997503;0.994775;0.995271;0.991688;0.996527;0.994626;0.989269;0.995805;0.994132;0.988845;0.988876;0.995954;0.969073;0.984067;0.986488;0.995458;0.995284;0.991657;0.990182;0.98689;0.988848;0.982571;0.971836;0.992011;0.991154;0.962265;0.977398;0.967089;0.991117;0.980266;0.97696;0.974035;0.965833;0.986273;0.99185;0.989245;0.989882;0.969809;0.919689;0.98762;0.967144;0.960885;0.959072;0.959278;0.966397;0.983809;0.976021;0.980009;0.984995;0.982416;0.969674;0.967958;0.974418;0.574486;0.813724;0.823492;0.801868;0;0.879035;0.96957;0.976905;0.819565;0.970745;0.991702;0.982594;0.992982;0.995582;0.970606;0.968855;0.975828;0.970499;0.978052;0.967118;0.97409;0.98552;0.983704;0.984113;0.98256;0.972642;0.959858;0.978802;0.961544;0.977048;0.971556;0.974402;0.957986;0.976021;0.966655;0.999432;0.991593;0.978558;0.959842;0.98059;0.970108;0.984954;0.982157;0.977058;0.975668;0.971069;0.989772;0.979338;0.97546;0.980829;0.976799;0.969009;0.981224;0.985345;0.959044;0.987349;0.988336;0.984908;0.9885;0.985162;0.985471;0.99633;0.997185;0.997269;0.996481;0.996825;0.996513;0.995948;0.997542;0.997171;0.996835;0.996416;0.998847;0.997292;0.996233;0.997409;0.997562;0.973625;0.971529;0.988014;0.976324;0.98802;0.967774;0.974447;0.972089;0.970366;0.979058;0.987119;0.984638;0.99551;0.994563;0.979381;0.975462;0.98221;0.985804;0.990969;0.990694;0.948079;0.979769;0.985658;0.976505;0.974174;0.974531;0.966542;0.969993;0.969664;0.961124;0.993527;0.976604;0.977807;0.976424;0.982886;0.982695;0.989579;0.994229;0.992009;0.988314;0.984092;0.981623;0.996168;0.984361;0.977411;0.980349;0.970958;0.983611;0.982439;0.985097;0.986403;0.974669;0.986122;0.974988;0.98335;0.992447;0.999468;0.99941;0.999474;0.994711;0.9951;0.993866;0.995736;0.994819;0.994924;0.992547;0.99472;0.994787
Sample77;0.926755;0.856295;0.840591;0.864111;0.921133;0.817219;0.825624;0.898359;0.887351;0.823496;0.898004;0.909082;0.870753;0.812603;0.768431;0.893873;0.877778;0.890379;0.867257;0.854564;0.822445;0.883723;0.895036;0.874768;0.854601;0.819832;0.876038;0.844502;0.833102;0.861113;0.707526;0.811972;0.836512;0.873321;0.764829;0.820935;0.82414;0.749709;0.617953;0.769656;0.824247;0.828123;0.738438;0.792207;0.863219;0.775967;0.494399;0.542579;0.909279;0.81107;0.792514;0.806394;0.736137;0.814581;0.721141;0.815154;0.86215;0.738497;0.694378;0.682498;0.759828;0.852856;0.857535;0.644145;0.697392;0.720639;0.778599;0.612723;0.645148;0.726855;0.761667;0.870504;0.880963;0.861917;0.856825;0.879035;0;0.508671;0.525327;0.870536;0.990813;0.450286;0.521276;0.467115;0.996923;0.787116;0.824315;0.826302;0.812791;0.843062;0.805617;0.795063;0.813368;0.806026;0.788463;0.837618;0.789847;0.752766;0.762537;0.767852;0.757944;0.916684;0.765489;0.751093;0.709564;0.716989;0.774644;0.947974;0.809073;0.756007;0.944913;0.721355;0.701534;0.973691;0.964065;0.940503;0.787986;0.787979;0.849306;0.830952;0.838888;0.785545;0.683278;0.726739;0.745631;0.797839;0.520769;0.521185;0.47881;0.486569;0.516128;0.46714;0.958876;0.971407;0.968763;0.963743;0.964052;0.965093;0.965116;0.956707;0.961384;0.958269;0.953069;0.977742;0.981559;0.976177;0.981535;0.981827;0.979541;0.963275;0.905372;0.911004;0.936319;0.924624;0.879122;0.860175;0.822022;0.82213;0.911792;0.873506;0.982956;0.97566;0.845402;0.84714;0.847594;0.919964;0.909266;0.967104;0.790184;0.797925;0.880702;0.865968;0.818706;0.889309;0.842515;0.871075;0.893401;0.854613;0.995647;0.911104;0.884972;0.91509;0.928839;0.898332;0.949239;0.980319;0.96764;0.979014;0.745195;0.899927;0.992535;0.963553;0.884646;0.974389;0.91394;0.968255;0.958879;0.913559;0.97603;0.972833;0.974125;0.919342;0.920347;0.974938;0.998963;0.999456;0.999784;0.902124;0.906086;0.884869;0.918694;0.898624;0.913063;0.90093;0.928734;0.920722
Sample78;0.932006;0.844902;0.854266;0.853537;0.929932;0.806241;0.833041;0.900182;0.880421;0.771393;0.906597;0.898896;0.833177;0.8163;0.743973;0.895987;0.876982;0.843821;0.861499;0.807957;0.816648;0.864674;0.882859;0.859053;0.828687;0.777903;0.859852;0.834491;0.849918;0.845717;0.719032;0.828396;0.840589;0.87531;0.787621;0.811486;0.811714;0.744737;0.649538;0.713624;0.807361;0.817401;0.733373;0.828727;0.876134;0.770561;0.476523;0.591308;0.913284;0.813485;0.812693;0.802081;0.75243;0.802971;0.7086;0.8255;0.884744;0.720664;0.743001;0.689458;0.732091;0.875538;0.882398;0.64844;0.726955;0.705055;0.746159;0.679228;0.69415;0.747141;0.796661;0.974685;0.980857;0.972858;0.973113;0.96957;0.508671;0;0.422438;0.976281;0.996592;0.525425;0.543013;0.564303;0.99925;0.812847;0.866255;0.8311;0.792849;0.832989;0.794443;0.79026;0.764354;0.765328;0.769876;0.765752;0.798079;0.809432;0.717685;0.8151;0.780313;0.935638;0.805833;0.77217;0.78041;0.775422;0.801267;0.942276;0.806604;0.791013;0.962325;0.844881;0.764528;0.990719;0.984702;0.963375;0.812117;0.801517;0.852649;0.84594;0.859653;0.788832;0.756601;0.731681;0.714034;0.851228;0.538158;0.539433;0.486111;0.486388;0.489184;0.432347;0.964774;0.969975;0.973198;0.969762;0.970104;0.97117;0.972298;0.955857;0.961254;0.959418;0.954854;0.976967;0.981027;0.977785;0.983265;0.980677;0.995751;0.989816;0.909666;0.933065;0.952327;0.952182;0.897105;0.882352;0.860081;0.852264;0.926197;0.907268;0.991181;0.972011;0.852165;0.864833;0.857264;0.939667;0.913675;0.975382;0.812968;0.810445;0.91151;0.88356;0.851843;0.930008;0.904006;0.925667;0.936863;0.920881;0.998732;0.927715;0.895037;0.935642;0.946977;0.904114;0.951715;0.978319;0.987733;0.997154;0.803423;0.903767;0.996168;0.989192;0.88708;0.992322;0.941148;0.98997;0.967334;0.942258;0.995973;0.997551;0.99592;0.958438;0.948262;0.991038;0.998951;0.999554;0.999872;0.900008;0.905494;0.881338;0.913418;0.890723;0.905925;0.893705;0.919677;0.916872
Sample79;0.884618;0.8004;0.788161;0.793424;0.891685;0.777813;0.752868;0.849263;0.823181;0.82078;0.858183;0.842351;0.789026;0.748989;0.80591;0.857696;0.817279;0.830778;0.796813;0.802571;0.745264;0.818078;0.920246;0.803383;0.803362;0.801517;0.854645;0.809375;0.784062;0.798414;0.702032;0.810595;0.812622;0.837375;0.717164;0.784819;0.818087;0.797929;0.660515;0.750214;0.851446;0.840634;0.723747;0.836261;0.857949;0.776482;0.424767;0.565482;0.907494;0.790017;0.788412;0.83177;0.74776;0.789792;0.706987;0.806616;0.913605;0.673608;0.756375;0.741636;0.790771;0.868609;0.870502;0.617692;0.708108;0.685737;0.69245;0.64384;0.706631;0.743169;0.773582;0.978905;0.976282;0.967818;0.967634;0.976905;0.525327;0.422438;0;0.970397;0.99609;0.408651;0.605833;0.432789;0.998782;0.819665;0.852229;0.82026;0.821072;0.823402;0.857134;0.780301;0.726357;0.770753;0.781968;0.749701;0.777676;0.764001;0.743586;0.766423;0.739683;0.920751;0.765106;0.815433;0.755528;0.742931;0.753739;0.915805;0.789242;0.758579;0.950693;0.870781;0.836516;0.988053;0.98343;0.949995;0.814076;0.774686;0.869338;0.856247;0.843569;0.764608;0.793807;0.708411;0.643922;0.82991;0.411166;0.408349;0.418026;0.378305;0.477672;0.421088;0.939834;0.944012;0.950702;0.944154;0.94573;0.947763;0.944856;0.915834;0.925919;0.922728;0.914473;0.957605;0.967791;0.961248;0.968376;0.964251;0.996821;0.992769;0.898897;0.931764;0.939479;0.950643;0.886423;0.866539;0.848661;0.83434;0.919497;0.865684;0.98694;0.976271;0.813804;0.823313;0.833843;0.929924;0.89708;0.978329;0.810544;0.747062;0.893438;0.860936;0.815278;0.925544;0.895279;0.925318;0.937967;0.921181;0.998354;0.916712;0.892342;0.934264;0.946157;0.89673;0.948002;0.974439;0.987525;0.997826;0.770094;0.900092;0.995358;0.982105;0.88257;0.986432;0.930425;0.986719;0.974847;0.936706;0.996915;0.998729;0.996595;0.95704;0.944423;0.989729;0.998906;0.999614;0.999914;0.8547;0.85184;0.829243;0.866232;0.839933;0.866137;0.846941;0.871617;0.861389
Sample80;0.993316;0.992727;0.996953;0.987247;0.993428;0.98724;0.989975;0.997655;0.993527;0.99701;0.992076;0.996125;0.989172;0.987433;0.997375;0.995886;0.995957;0.993929;0.99602;0.992605;0.991793;0.985263;0.998183;0.989646;0.982222;0.997003;0.989359;0.990433;0.978071;0.994271;0.94091;0.983041;0.986509;0.994782;0.99425;0.991544;0.989116;0.991952;0.989323;0.976324;0.982107;0.985336;0.989199;0.919692;0.921628;0.948237;0.989096;0.970549;0.977144;0.961465;0.956777;0.979437;0.984481;0.975538;0.914038;0.939971;0.93377;0.987016;0.958547;0.956034;0.966144;0.926112;0.93155;0.981132;0.934611;0.956435;0.981263;0.974535;0.89516;0.897472;0.956615;0.769069;0.475167;0.5357;0.524556;0.819565;0.870536;0.976281;0.970397;0;0.834025;0.986676;0.983759;0.991338;0.919132;0.962827;0.952738;0.962768;0.973561;0.973851;0.980108;0.969995;0.978086;0.981777;0.984371;0.979612;0.930517;0.944956;0.981121;0.913635;0.965164;0.965305;0.933457;0.939619;0.973332;0.954183;0.998655;0.983994;0.975308;0.936597;0.957839;0.973567;0.991617;0.946869;0.94263;0.943092;0.967974;0.984019;0.977172;0.950718;0.97969;0.963761;0.976148;0.977575;0.976737;0.946762;0.9834;0.984916;0.982298;0.986778;0.985938;0.985129;0.983261;0.988202;0.986945;0.984498;0.983208;0.983411;0.979165;0.987883;0.989366;0.984701;0.986164;0.994517;0.989516;0.985381;0.9901;0.992977;0.932862;0.926604;0.9403;0.959207;0.943692;0.911807;0.918851;0.877739;0.879779;0.905721;0.966611;0.950393;0.983793;0.988357;0.967519;0.961267;0.967438;0.978601;0.982511;0.991011;0.922298;0.952561;0.972772;0.951132;0.908374;0.886841;0.885241;0.901872;0.95121;0.881919;0.983561;0.94912;0.963004;0.958447;0.9658;0.96688;0.981087;0.990606;0.95704;0.907107;0.944452;0.971413;0.989849;0.945934;0.967974;0.947613;0.900794;0.945652;0.944574;0.930821;0.894483;0.918531;0.92918;0.880954;0.932799;0.983226;0.998921;0.999453;0.999909;0.989798;0.990232;0.988476;0.991284;0.990196;0.990127;0.986072;0.989345;0.988506
Sample81;0.999097;0.998447;0.998867;0.997959;0.995208;0.99693;0.998612;0.998824;0.998797;0.998723;0.998674;0.998855;0.997789;0.998177;0.998809;0.999107;0.998926;0.998143;0.998906;0.997963;0.997068;0.998313;0.997982;0.998331;0.997927;0.998311;0.99847;0.998234;0.997717;0.998438;0.997907;0.996364;0.998147;0.998445;0.998272;0.997988;0.997404;0.997212;0.996895;0.990167;0.995923;0.994394;0.996947;0.989116;0.940247;0.974974;0.997072;0.98583;0.993706;0.99742;0.98776;0.994007;0.991818;0.987214;0.926152;0.994339;0.995012;0.996932;0.99355;0.995848;0.995617;0.993785;0.997188;0.998008;0.95346;0.991774;0.996671;0.989184;0.988174;0.977237;0.994845;0.966675;0.796838;0.824808;0.94718;0.970745;0.990813;0.996592;0.99609;0.834025;0;0.973486;0.99513;0.995684;0.888067;0.992603;0.991307;0.988701;0.993327;0.995016;0.994909;0.995882;0.997317;0.996596;0.997056;0.995212;0.959083;0.983868;0.996461;0.990969;0.994064;0.996209;0.990907;0.991386;0.996816;0.995737;0.998625;0.998021;0.996315;0.993676;0.994735;0.997005;0.998601;0.924417;0.991305;0.955353;0.997386;0.996228;0.993066;0.988054;0.997395;0.991792;0.993547;0.996157;0.997387;0.990851;0.996519;0.996947;0.996929;0.997247;0.996898;0.996871;0.997984;0.998947;0.998748;0.999275;0.99902;0.99889;0.998575;0.995597;0.999103;0.99443;0.997332;0.999668;0.997219;0.996703;0.99952;0.998694;0.940475;0.966584;0.990019;0.991635;0.990984;0.942478;0.974998;0.957323;0.955142;0.972731;0.989875;0.975587;0.977795;0.985994;0.995599;0.996321;0.995729;0.99571;0.996394;0.991407;0.989929;0.996764;0.996678;0.995157;0.990576;0.959643;0.976328;0.987201;0.990256;0.987601;0.993787;0.994063;0.996731;0.99597;0.985436;0.996052;0.997355;0.998041;0.991852;0.956726;0.988696;0.996919;0.995436;0.982037;0.995879;0.99341;0.996958;0.986045;0.952634;0.974413;0.954795;0.947719;0.982554;0.954037;0.965851;0.996869;0.998505;0.999452;0.999807;0.997864;0.997936;0.997719;0.997853;0.997857;0.997696;0.998321;0.998642;0.998554
Sample82;0.874826;0.810137;0.774982;0.789587;0.892687;0.797588;0.733906;0.832445;0.814715;0.787469;0.827837;0.843049;0.819995;0.718606;0.773073;0.836643;0.792619;0.819348;0.789068;0.813395;0.728118;0.849094;0.910053;0.818187;0.836525;0.756509;0.841901;0.806156;0.75837;0.795603;0.6647;0.794782;0.805391;0.796487;0.68471;0.763543;0.819806;0.781092;0.619676;0.786153;0.849376;0.831289;0.707709;0.809687;0.838451;0.788687;0.36877;0.471269;0.884203;0.759888;0.774363;0.804706;0.699812;0.746371;0.663034;0.787846;0.927447;0.662082;0.673891;0.730989;0.819188;0.86272;0.876368;0.572813;0.683061;0.695508;0.731104;0.580443;0.66907;0.745513;0.734522;0.990834;0.986047;0.986968;0.986233;0.991702;0.450286;0.525425;0.408651;0.986676;0.973486;0;0.524168;0.356038;0.991726;0.782745;0.82829;0.825647;0.827172;0.838134;0.855218;0.787645;0.802719;0.805075;0.784479;0.842953;0.762601;0.696317;0.779334;0.764956;0.713475;0.924749;0.742832;0.795922;0.70103;0.698246;0.711855;0.898022;0.754326;0.739858;0.94964;0.772553;0.773508;0.986196;0.982818;0.95311;0.795955;0.75023;0.853131;0.834459;0.836915;0.77761;0.737318;0.720211;0.700832;0.81769;0.348655;0.357096;0.430558;0.31335;0.488402;0.463418;0.934407;0.951663;0.949071;0.941953;0.942193;0.944836;0.946091;0.925914;0.935581;0.932219;0.924662;0.956978;0.974803;0.9658;0.972188;0.97271;0.990403;0.987189;0.893475;0.934081;0.938967;0.944064;0.883447;0.852573;0.826106;0.822496;0.916358;0.834349;0.98571;0.981317;0.834229;0.828133;0.836693;0.918593;0.894893;0.97183;0.811692;0.743982;0.863674;0.867914;0.823704;0.912944;0.870547;0.906697;0.921597;0.902962;0.998958;0.927001;0.900591;0.933451;0.940682;0.900662;0.956486;0.986666;0.987789;0.993136;0.728057;0.904642;0.995285;0.983769;0.889235;0.994699;0.947544;0.986209;0.96832;0.904558;0.990969;0.990923;0.991853;0.94547;0.934174;0.983263;0.99915;0.999695;0.999935;0.880799;0.871062;0.853361;0.889114;0.872778;0.895825;0.87363;0.898689;0.894371
Sample83;0.921169;0.854044;0.837884;0.845038;0.913409;0.775925;0.838078;0.883621;0.871568;0.675605;0.880851;0.876336;0.815849;0.796246;0.649312;0.878528;0.886037;0.842086;0.864544;0.779252;0.82486;0.854376;0.814727;0.832416;0.816504;0.703789;0.832165;0.822761;0.83697;0.825164;0.714922;0.767347;0.806563;0.845706;0.730665;0.770195;0.769934;0.704491;0.601291;0.711172;0.784062;0.826902;0.706832;0.774722;0.850953;0.767633;0.518407;0.510139;0.907122;0.708725;0.702685;0.690381;0.599449;0.678401;0.590322;0.731345;0.813145;0.576633;0.537344;0.497956;0.614199;0.813078;0.858539;0.634917;0.632635;0.65226;0.704352;0.538888;0.546461;0.645507;0.727766;0.982174;0.983359;0.982025;0.981755;0.982594;0.521276;0.543013;0.605833;0.983759;0.99513;0.524168;0;0.554189;0.998113;0.761852;0.823856;0.795935;0.745065;0.800309;0.740456;0.752621;0.778455;0.758977;0.738548;0.798945;0.764955;0.755029;0.715257;0.818814;0.772866;0.929191;0.802086;0.759664;0.702036;0.74823;0.782743;0.902515;0.78419;0.784163;0.960225;0.738638;0.673562;0.991835;0.980179;0.959735;0.77371;0.76206;0.821737;0.816434;0.833567;0.783181;0.617192;0.713932;0.7398;0.82805;0.596375;0.597501;0.558757;0.56739;0.512929;0.528479;0.965947;0.970442;0.970756;0.964365;0.965324;0.966592;0.967542;0.962854;0.967563;0.965895;0.962274;0.975579;0.980585;0.975727;0.984298;0.98128;0.989697;0.979624;0.88334;0.883778;0.924776;0.923611;0.885475;0.872879;0.833487;0.845102;0.912618;0.873055;0.988047;0.972542;0.839741;0.852157;0.845309;0.891945;0.867397;0.967146;0.761068;0.764034;0.862002;0.840148;0.832699;0.868621;0.828512;0.855407;0.87748;0.844679;0.998686;0.919855;0.869939;0.912097;0.921806;0.890888;0.94148;0.976857;0.98512;0.99249;0.75774;0.889542;0.995019;0.985553;0.860326;0.991838;0.938383;0.986205;0.953579;0.921334;0.990966;0.989848;0.988979;0.920068;0.909407;0.976049;0.999228;0.999605;0.999872;0.908432;0.911394;0.888671;0.923186;0.90491;0.917661;0.88597;0.919651;0.914037
Sample84;0.884897;0.782728;0.740794;0.802477;0.865879;0.76201;0.72709;0.83391;0.841747;0.848245;0.872335;0.840342;0.811619;0.769296;0.80501;0.852818;0.828036;0.84432;0.776115;0.824648;0.735108;0.824983;0.911245;0.796999;0.816896;0.861411;0.879396;0.804758;0.773455;0.817114;0.715292;0.809366;0.816656;0.831422;0.708264;0.804066;0.821984;0.769131;0.618304;0.781735;0.865245;0.820672;0.721037;0.837619;0.845064;0.821897;0.475568;0.545696;0.936404;0.777193;0.745477;0.818896;0.740428;0.811706;0.713538;0.819494;0.92713;0.688153;0.716209;0.724479;0.800052;0.842443;0.858709;0.566575;0.694267;0.715245;0.7257;0.580751;0.678764;0.75359;0.752612;0.994258;0.993047;0.989607;0.989575;0.992982;0.467115;0.564303;0.432789;0.991338;0.995684;0.356038;0.554189;0;0.999302;0.790281;0.804773;0.792064;0.826282;0.800525;0.85605;0.763125;0.772867;0.759305;0.752203;0.819063;0.753435;0.739969;0.757085;0.735162;0.734087;0.916432;0.739671;0.816982;0.699731;0.697598;0.697536;0.941234;0.806743;0.765842;0.95772;0.795561;0.781313;0.993071;0.988097;0.964438;0.801066;0.763203;0.85488;0.838149;0.807711;0.761846;0.731252;0.724176;0.698962;0.83339;0.447565;0.457731;0.456006;0.42116;0.506074;0.49906;0.935248;0.951608;0.946085;0.938908;0.939623;0.942009;0.946998;0.922391;0.932441;0.929561;0.921342;0.958346;0.97096;0.962948;0.971252;0.968278;0.99816;0.992363;0.916229;0.932859;0.940783;0.943509;0.869572;0.843313;0.813995;0.803874;0.919053;0.851269;0.986977;0.98162;0.82242;0.834797;0.830414;0.907218;0.872108;0.975938;0.820198;0.76183;0.876243;0.853947;0.829082;0.911044;0.87067;0.902058;0.917337;0.893275;0.998913;0.924819;0.893619;0.932432;0.938972;0.888104;0.95126;0.98318;0.988742;0.997648;0.689292;0.903474;0.995553;0.978407;0.880514;0.994536;0.944484;0.991416;0.974235;0.934749;0.99638;0.998432;0.995488;0.944482;0.927578;0.980957;0.999029;0.999676;0.99995;0.868917;0.857848;0.843753;0.876328;0.852622;0.882994;0.875087;0.901597;0.885242
Sample85;0.99971;0.999658;0.999681;0.99961;0.999723;0.999592;0.999616;0.999401;0.999691;0.99975;0.999699;0.999672;0.999334;0.999604;0.999738;0.999757;0.999761;0.999544;0.999715;0.999525;0.998746;0.999521;0.999506;0.999538;0.999429;0.999433;0.999638;0.999548;0.999109;0.999535;0.999538;0.999111;0.999483;0.999492;0.999568;0.999579;0.999431;0.999329;0.999244;0.995037;0.998952;0.992321;0.999048;0.99519;0.947094;0.989121;0.999004;0.990317;0.997314;0.999402;0.991647;0.992916;0.99542;0.990974;0.876063;0.992244;0.998287;0.999101;0.997911;0.999019;0.999198;0.98749;0.999279;0.999488;0.962143;0.996676;0.999003;0.994126;0.995044;0.984821;0.9983;0.993698;0.946257;0.990274;0.968181;0.995582;0.996923;0.99925;0.998782;0.919132;0.888067;0.991726;0.998113;0.999302;0;0.997748;0.997315;0.995633;0.997783;0.998427;0.998657;0.998695;0.999102;0.998928;0.99915;0.998105;0.967023;0.991111;0.999015;0.995725;0.997656;0.998693;0.996039;0.997056;0.998974;0.998656;0.999614;0.999203;0.998775;0.99788;0.999164;0.99952;0.999611;0.994688;0.998358;0.99769;0.999176;0.997219;0.99787;0.996326;0.999256;0.997654;0.997034;0.998186;0.999234;0.997144;0.999403;0.999431;0.999394;0.999432;0.999403;0.999466;0.998819;0.999486;0.998594;0.999699;0.999311;0.999379;0.999594;0.996428;0.999534;0.996796;0.999143;0.999873;0.997898;0.998888;0.999831;0.999652;0.936547;0.967762;0.987639;0.996799;0.995108;0.957391;0.985317;0.960668;0.946747;0.978751;0.992305;0.979108;0.996441;0.993524;0.9993;0.999248;0.999409;0.995761;0.997841;0.989679;0.994699;0.998934;0.998923;0.998801;0.995175;0.947835;0.977918;0.991288;0.994218;0.990842;0.98369;0.998329;0.998929;0.998596;0.989209;0.998834;0.999236;0.999156;0.981868;0.818645;0.98857;0.999092;0.993361;0.997402;0.999363;0.995646;0.99922;0.992269;0.959782;0.977142;0.804846;0.949444;0.97481;0.936872;0.965546;0.998588;0.999409;0.99975;0.999962;0.99952;0.999473;0.999446;0.999542;0.99938;0.999409;0.999499;0.9995;0.999558
Sample86;0.889753;0.908652;0.84518;0.851387;0.896074;0.743733;0.907536;0.82104;0.823792;0.765073;0.810798;0.792629;0.853369;0.809155;0.759019;0.879866;0.87787;0.939931;0.898578;0.859695;0.875159;0.850858;0.859327;0.823697;0.82345;0.854893;0.912941;0.80591;0.847138;0.789785;0.78925;0.874758;0.682587;0.789002;0.794298;0.834163;0.859759;0.690547;0.694927;0.62525;0.696553;0.688666;0.629779;0.62193;0.773523;0.871563;0.800473;0.809072;0.875732;0.753246;0.726612;0.750691;0.718627;0.751582;0.738843;0.804811;0.895417;0.677395;0.712385;0.772342;0.814609;0.76231;0.792946;0.726241;0.76026;0.748538;0.774104;0.733311;0.79352;0.832558;0.741685;0.970166;0.957061;0.96663;0.956359;0.970606;0.787116;0.812847;0.819665;0.962827;0.992603;0.782745;0.761852;0.790281;0.997748;0;0.277547;0.396671;0.455712;0.449563;0.716617;0.398697;0.507805;0.435496;0.350991;0.46111;0.579415;0.39746;0.423615;0.845307;0.83561;0.937674;0.841715;0.853643;0.851486;0.827708;0.85938;0.950056;0.869138;0.84062;0.967585;0.938733;0.905068;0.986141;0.98019;0.966702;0.791946;0.745006;0.809978;0.800202;0.792678;0.749268;0.785819;0.752296;0.788781;0.865682;0.803774;0.828144;0.832457;0.812565;0.843332;0.829181;0.954276;0.966764;0.96503;0.961937;0.962209;0.963481;0.976272;0.976636;0.979384;0.977334;0.974957;0.954302;0.978614;0.972932;0.980117;0.97862;0.985235;0.975146;0.904743;0.908602;0.938391;0.918767;0.903916;0.868308;0.854051;0.857125;0.948862;0.938325;0.991153;0.978209;0.87811;0.873275;0.859526;0.939587;0.920956;0.967021;0.824493;0.855774;0.858386;0.884264;0.825903;0.907432;0.897757;0.911604;0.932532;0.902191;0.995949;0.957509;0.930767;0.953221;0.959659;0.906976;0.960703;0.984327;0.97877;0.982778;0.844943;0.93635;0.996905;0.972295;0.903922;0.985193;0.965447;0.991181;0.959297;0.89581;0.981686;0.9787;0.979563;0.955384;0.945239;0.991545;0.998939;0.999607;0.999831;0.939113;0.938378;0.926676;0.944082;0.931505;0.943694;0.847577;0.883334;0.868551
